Lemma,Sense,SuperSense,POS_Tag,Definition,Head,HeadAmod,Gender,Examples
colored,colored_person.n.01,noun.person,n,a United States term for Blacks that is now considered offensive,term,,,[]
combatant,combatant.n.01,noun.person,n,someone who fights (or is fighting),someone,,,[]
comic,comedian.n.01,noun.person,n,a professional performer who tells jokes and performs comical acts,performer,,,[]
communist,communist.n.01,noun.person,n,a member of the communist party,member,,,[]
communist,communist.n.02,noun.person,n,a socialist who advocates communism,socialist,,,[]
compulsive,compulsive.n.01,noun.person,n,a person with a compulsive disposition; someone who feels compelled to do certain things,person,,,[]
confederate,confederate.n.01,noun.person,n,a supporter of the Confederate States of America,supporter,,,[]
confederate,confederate.n.02,noun.person,n,someone who assists in a plot,someone,,,[]
confederate,accomplice.n.01,noun.person,n,a person who joins with another in carrying out some plan (especially an unethical or illegal plan),person,,,[]
conformist,conformist.n.01,noun.person,n,someone who conforms to established standards of conduct (especially in religious matters),someone,,,[]
confucian,confucian.n.01,noun.person,n,a believer in the teachings of Confucius,believer,,,[]
congolese,congolese.n.01,noun.person,n,a native or inhabitant of the Republic of the Congo,a,,,[]
congregationalist,congregationalist.n.01,noun.person,n,a member of the Congregational Church,member,,,[]
conservative,conservative.n.01,noun.person,n,a person who is reluctant to accept changes and new ideas,person,,,[]
conservative,conservative.n.02,noun.person,n,a member of a Conservative Party,member,,,[]
constituent,constituent.n.02,noun.person,n,a member of a constituency; a citizen who is represented in a government by officials for whom he or she votes,member,,,['needs continued support by constituents to be re-elected']
consumptive,consumptive.n.01,noun.person,n,a person with pulmonary tuberculosis,person,,,[]
contemplative,contemplative.n.01,noun.person,n,a person devoted to the contemplative life,person,,,[]
contemporary,contemporary.n.01,noun.person,n,a person of nearly the same age as another,person,,,[]
contralto,contralto.n.01,noun.person,n,a woman singer having a contralto voice,singer,,,[]
convalescent,convalescent.n.01,noun.person,n,a person who is recovering from illness,person,,,[]
corinthian,playboy.n.01,noun.person,n,a man devoted to the pursuit of pleasure,man,,M,[]
corinthian,corinthian.n.02,noun.person,n,a resident of Corinth,resident,,,[]
corporal,corporal.n.01,noun.person,n,a noncommissioned officer in the Army or Air Force or Marines,officer,,,[]
corporatist,corporatist.n.01,noun.person,n,a supporter of corporatism,supporter,,,[]
correspondent,correspondent.n.01,noun.person,n,someone who communicates by means of letters,someone,,,[]
correspondent,correspondent.n.02,noun.person,n,a journalist employed to provide news stories for newspapers or broadcast media,journalist,,,[]
cosignatory,cosigner.n.01,noun.person,n,one of two or more signers of the same document (as a treaty or declaration),one,,,[]
cosmopolitan,cosmopolitan.n.01,noun.person,n,a sophisticated person who has travelled in many countries,person,,,[]
costa_rican,costa_rican.n.01,noun.person,n,a native or inhabitant of Costa Rica,a,,,[]
counter,counter.n.05,noun.person,n,a person who counts things,person,,,[]
counterrevolutionary,counterrevolutionist.n.01,noun.person,n,a revolutionary whose aim is to reverse the changes introduced by an earlier revolution,reverse,,,[]
countertenor,countertenor.n.01,noun.person,n,a male singer with a voice above that of a tenor,singer,male,M,[]
counterterrorist,counterterrorist.n.01,noun.person,n,someone who attempts to prevent terrorism,someone,,,[]
crackers,redneck.n.01,noun.person,n,a poor White person in the southern United States,person,,,[]
crackers,cracker.n.03,noun.person,n,"a programmer who cracks (gains unauthorized access to) computers, typically to do malicious things",programmer,,,['crackers are often mistakenly called hackers']
crank,grouch.n.01,noun.person,n,a bad-tempered person,person,,,[]
crank,crackpot.n.01,noun.person,n,a whimsically eccentric person,person,,,[]
craven,poltroon.n.01,noun.person,n,an abject coward,coward,,,[]
crazy,crazy.n.01,noun.person,n,someone deranged and possibly dangerous,deranged,,,[]
creole,creole.n.01,noun.person,n,a person of European descent born in the West Indies or Latin America,person,,,[]
creole,creole.n.02,noun.person,n,a person descended from French ancestors in southern United States (especially Louisiana),descended,,,[]
criminal,criminal.n.01,noun.person,n,someone who has committed a crime or has been legally convicted of a crime,someone,,,[]
croatian,croatian.n.01,noun.person,n,a member of the Slavic people living in Croatia,member,,,[]
crookback,humpback.n.02,noun.person,n,a person whose back is hunched because of abnormal curvature of the upper spine,person,,,[]
cuban,cuban.n.01,noun.person,n,a native or inhabitant of Cuba,a,,,[]
cubist,cubist.n.01,noun.person,n,an artist who adheres to the principles of cubism,artist,,,[]
cutthroat,cutthroat.n.01,noun.person,n,someone who murders by cutting the victim's throat,someone,,,[]
cyprian,prostitute.n.01,noun.person,n,a woman who engages in sexual intercourse for money,woman,,F,[]
cyprian,cypriot.n.01,noun.person,n,a native or inhabitant of Cyprus,a,,,[]
cypriot,cypriot.n.01,noun.person,n,a native or inhabitant of Cyprus,a,,,[]
cypriote,cypriot.n.01,noun.person,n,a native or inhabitant of Cyprus,a,,,[]
czech,czech.n.01,noun.person,n,a native of inhabitant of the Czech Republic,native,,,[]
czech,czechoslovakian.n.01,noun.person,n,a native or inhabitant of the former republic of Czechoslovakia,a,,,[]
czechoslovakian,czechoslovakian.n.01,noun.person,n,a native or inhabitant of the former republic of Czechoslovakia,a,,,[]
daedal,daedalus.n.01,noun.person,n,(Greek mythology) an Athenian inventor who built the labyrinth of Minos; to escape the labyrinth he fashioned wings for himself and his son Icarus,mythology,,,[]
dalmatian,dalmatian.n.01,noun.person,n,a native or inhabitant of Dalmatia,a,,,[]
damascene,damascene.n.01,noun.person,n,a native or inhabitant of Damascus,a,,,[]
dandy,dandy.n.01,noun.person,n,a man who is much concerned with his dress and appearance,man,,M,[]
daredevil,daredevil.n.01,noun.person,n,a reckless impetuous irresponsible person,person,,,[]
darling,darling.n.01,noun.person,n,a special loved one,loved,,,[]
darwinian,darwinian.n.01,noun.person,n,an advocate of Darwinism,advocate,,,[]
dastard,dastard.n.01,noun.person,n,a despicable coward,coward,,,[]
deaf-mute,mute.n.01,noun.person,n,a deaf person who is unable to speak,person,,,[]
dear,beloved.n.01,noun.person,n,a beloved person; used as terms of endearment,person,,,[]
dear,lamb.n.04,noun.person,n,a sweet innocent mild-mannered person (especially a child),person,,,[]
decadent,decadent.n.01,noun.person,n,a person who has fallen into a decadent state (morally or artistically),person,,,[]
deceased,dead_person.n.01,noun.person,n,someone who is no longer alive,someone,,,['I wonder what the dead person would have done']
degenerate,pervert.n.01,noun.person,n,a person whose behavior deviates from what is acceptable especially in sexual behavior,person,,,[]
deist,deist.n.01,noun.person,n,a person who believes that God created the universe and then abandoned it,person,,,[]
delinquent,delinquent.n.01,noun.person,n,a young offender,offender,,,[]
demoniac,demoniac.n.01,noun.person,n,someone who acts as if possessed by a demon,someone,,,[]
departed,dead_person.n.01,noun.person,n,someone who is no longer alive,someone,,,['I wonder what the dead person would have done']
dependant,dependant.n.01,noun.person,n,a person who relies on another person for support (especially financial support),person,,,[]
dependent,dependant.n.01,noun.person,n,a person who relies on another person for support (especially financial support),person,,,[]
derelict,derelict.n.01,noun.person,n,"a person without a home, job, or property",person,,,[]
descendant,descendant.n.01,noun.person,n,a person considered as descended from some ancestor or race,person,,,[]
descendent,descendant.n.01,noun.person,n,a person considered as descended from some ancestor or race,person,,,[]
desperate,desperate.n.01,noun.person,n,a person who is frightened and in need of help,person,,,['they prey on the hopes of the desperate']
deviant,pervert.n.01,noun.person,n,a person whose behavior deviates from what is acceptable especially in sexual behavior,person,,,[]
deviate,pervert.n.01,noun.person,n,a person whose behavior deviates from what is acceptable especially in sexual behavior,person,,,[]
diabetic,diabetic.n.01,noun.person,n,someone who has diabetes,someone,,,[]
dilettante,dabbler.n.01,noun.person,n,an amateur who engages in an activity without serious intentions and who pretends to have knowledge,amateur,,,[]
diocesan,diocesan.n.01,noun.person,n,a bishop having jurisdiction over a diocese,jurisdiction,,,[]
dissident,dissenter.n.01,noun.person,n,a person who dissents from some established policy,person,,,[]
divers,diver.n.01,noun.person,n,someone who works underwater,someone,,,[]
divers,diver.n.02,noun.person,n,someone who dives (into water),someone,,,[]
divine,godhead.n.01,noun.person,n,terms referring to the Judeo-Christian God,terms,,,[]
divine,cleric.n.01,noun.person,n,a clergyman or other person in religious orders,clergyman,,,[]
djiboutian,djiboutian.n.01,noun.person,n,a native or inhabitant of Djibouti,a,,,[]
do-nothing,idler.n.01,noun.person,n,person who does no work,person,,,['a lazy bum']
doctrinaire,dogmatist.n.01,noun.person,n,a stubborn person of arbitrary or arrogant opinions,person,,,[]
dolichocephalic,dolichocephalic.n.01,noun.person,n,an adult with a long narrow head,adult,,,[]
domestic,domestic.n.01,noun.person,n,a servant who is paid to perform menial tasks around the household,servant,,,[]
dominican,dominican.n.01,noun.person,n,a Roman Catholic friar wearing the black mantle of the Dominican order,friar,,M,[]
dominican,dominican.n.02,noun.person,n,a native or inhabitant of the Dominican Republic,a,,,[]
donatist,donatist.n.01,noun.person,n,an adherent of Donatism,adherent,,,[]
dorian,dorian.n.01,noun.person,n,a member of one of four linguistic divisions of the prehistoric Greeks,member,,,[]
double,double.n.02,noun.person,n,a stand-in for movie stars to perform dangerous stunts,in,,,['his first job in Hollywood was as a double for Clark Gable']
double,double.n.03,noun.person,n,someone who closely resembles a famous person (especially an actor),someone,,,"[""he could be Gingrich's double"", ""she's the very image of her mother""]"
dowdy,dowding.n.01,noun.person,n,British marshal of the RAF who commanded the British air defense forces that defeated the Luftwaffe during the Battle of Britain (1882-1970),marshal,,,[]
down,down.n.03,noun.person,n,English physician who first described Down's syndrome (1828-1896),physician,,,[]
down-and-out,down-and-out.n.01,noun.person,n,a person who is destitute,person,,,['he tried to help the down-and-out']
drunk,drunkard.n.01,noun.person,n,a chronic drinker,drinker,,,[]
drunk,drunk.n.02,noun.person,n,someone who is intoxicated,intoxicated,,,[]
dry,dry.n.01,noun.person,n,a reformer who opposes the use of intoxicating beverages,reformer,,,[]
dud,flop.n.02,noun.person,n,someone who is unsuccessful,unsuccessful,,,[]
dummy,dummy.n.01,noun.person,n,a person who does not talk,person,,,[]
dummy,dumbbell.n.02,noun.person,n,an ignorant or foolish person,person,,,[]
dutch,dutch.n.01,noun.person,n,the people of the Netherlands,people,,,['the Dutch are famous for their tulips']
dyslectic,dyslectic.n.01,noun.person,n,a person who has dyslexia,person,,,[]
dyspeptic,dyspeptic.n.01,noun.person,n,a person suffering from indigestion,person,,,[]
east_german,east_german.n.01,noun.person,n,a native or inhabitant of the former republic of East Germany,a,,,[]
east_indian,east_indian.n.01,noun.person,n,a native or inhabitant of the East Indies,a,,,[]
ebionite,nazarene.n.01,noun.person,n,a member of a group of Jews who (during the early history of the Christian Church) accepted Jesus as the Messiah; they accepted the Gospel According to Matthew but rejected the Epistles of St. Paul and continued to follow Jewish law and celebrate Jewish holidays; they were later declared heretic by the Church of Rome,member,,,[]
eccentric,eccentric.n.01,noun.person,n,a person with an unusual or odd personality,person,,,[]
eccentric,character.n.05,noun.person,n,a person of a specified kind (usually with many eccentricities),person,,,"['a real character', 'a strange character', 'a friendly eccentric', 'the capable type', 'a mental case']"
ecclesiastic,cleric.n.01,noun.person,n,a clergyman or other person in religious orders,clergyman,,,[]
eclectic,eclectic.n.01,noun.person,n,someone who selects according to the eclectic method,someone,,,[]
ecuadorian,ecuadorian.n.01,noun.person,n,a native or inhabitant of Ecuador,a,,,[]
