Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Head,Amod/Comp,Gender
conformist,conformist.n.01,noun.person,n,someone who conforms to established standards of conduct (especially in religious matters),[],someone,,N
confucian,confucian.n.01,noun.person,n,a believer in the teachings of Confucius,[],,,N
congolese,congolese.n.01,noun.person,n,a native or inhabitant of the Republic of the Congo,[],,,
congregationalist,congregationalist.n.01,noun.person,n,a member of the Congregational Church,[],member,,N
conservative,conservative.n.01,noun.person,n,a person who is reluctant to accept changes and new ideas,[],person,,N
conservative,conservative.n.02,noun.person,n,a member of a Conservative Party,[],member,,N
constituent,constituent.n.02,noun.person,n,a member of a constituency; a citizen who is represented in a government by officials for whom he or she votes,['needs continued support by constituents to be re-elected'],member,,N
consumptive,consumptive.n.01,noun.person,n,a person with pulmonary tuberculosis,[],person,,N
contemplative,contemplative.n.01,noun.person,n,a person devoted to the contemplative life,[],person,,N
contemporary,contemporary.n.01,noun.person,n,a person of nearly the same age as another,[],person,,N
contralto,contralto.n.01,noun.person,n,a woman singer having a contralto voice,[],singer,woman,F
convalescent,convalescent.n.01,noun.person,n,a person who is recovering from illness,[],person,,N
corinthian,playboy.n.01,noun.person,n,a man devoted to the pursuit of pleasure,[],man,,M
corinthian,corinthian.n.02,noun.person,n,a resident of Corinth,[],,,N
corporal,corporal.n.01,noun.person,n,a noncommissioned officer in the Army or Air Force or Marines,[],,,N
corporatist,corporatist.n.01,noun.person,n,a supporter of corporatism,[],,,N
correspondent,correspondent.n.01,noun.person,n,someone who communicates by means of letters,[],someone,,N
correspondent,correspondent.n.02,noun.person,n,a journalist employed to provide news stories for newspapers or broadcast media,[],,,
cosignatory,cosigner.n.01,noun.person,n,one of two or more signers of the same document (as a treaty or declaration),[],one,,N
cosmopolitan,cosmopolitan.n.01,noun.person,n,a sophisticated person who has travelled in many countries,[],person,,N
costa_rican,costa_rican.n.01,noun.person,n,a native or inhabitant of Costa Rica,[],,,
counter,counter.n.05,noun.person,n,a person who counts things,[],person,,N
counterrevolutionary,counterrevolutionist.n.01,noun.person,n,a revolutionary whose aim is to reverse the changes introduced by an earlier revolution,[],,,
countertenor,countertenor.n.01,noun.person,n,a male singer with a voice above that of a tenor,[],singer,male,M
counterterrorist,counterterrorist.n.01,noun.person,n,someone who attempts to prevent terrorism,[],someone,,N
crackers,redneck.n.01,noun.person,n,a poor White person in the southern United States,[],person,,N
crackers,cracker.n.03,noun.person,n,"a programmer who cracks (gains unauthorized access to) computers, typically to do malicious things",['crackers are often mistakenly called hackers'],,,N
crank,grouch.n.01,noun.person,n,a bad-tempered person,[],person,,N
crank,crackpot.n.01,noun.person,n,a whimsically eccentric person,[],person,,N
craven,poltroon.n.01,noun.person,n,an abject coward,[],,,N
crazy,crazy.n.01,noun.person,n,someone deranged and possibly dangerous,[],someone,,N
creole,creole.n.01,noun.person,n,a person of European descent born in the West Indies or Latin America,[],person,,N
creole,creole.n.02,noun.person,n,a person descended from French ancestors in southern United States (especially Louisiana),[],person,,N
criminal,criminal.n.01,noun.person,n,someone who has committed a crime or has been legally convicted of a crime,[],someone,,N
croatian,croatian.n.01,noun.person,n,a member of the Slavic people living in Croatia,[],member,,N
crookback,humpback.n.02,noun.person,n,a person whose back is hunched because of abnormal curvature of the upper spine,[],person,,N
cuban,cuban.n.01,noun.person,n,a native or inhabitant of Cuba,[],,,
cubist,cubist.n.01,noun.person,n,an artist who adheres to the principles of cubism,[],,,N
cutthroat,cutthroat.n.01,noun.person,n,someone who murders by cutting the victim's throat,[],someone,,N
cyprian,prostitute.n.01,noun.person,n,a woman who engages in sexual intercourse for money,[],woman,,F
cyprian,cypriot.n.01,noun.person,n,a native or inhabitant of Cyprus,[],,,
cypriot,cypriot.n.01,noun.person,n,a native or inhabitant of Cyprus,[],,,
cypriote,cypriot.n.01,noun.person,n,a native or inhabitant of Cyprus,[],,,
czech,czech.n.01,noun.person,n,a native of inhabitant of the Czech Republic,[],,,N
czech,czechoslovakian.n.01,noun.person,n,a native or inhabitant of the former republic of Czechoslovakia,[],,,
czechoslovakian,czechoslovakian.n.01,noun.person,n,a native or inhabitant of the former republic of Czechoslovakia,[],,,
daedal,daedalus.n.01,noun.person,n,(Greek mythology) an Athenian inventor who built the labyrinth of Minos; to escape the labyrinth he fashioned wings for himself and his son Icarus,[],,,
dalmatian,dalmatian.n.01,noun.person,n,a native or inhabitant of Dalmatia,[],,,
damascene,damascene.n.01,noun.person,n,a native or inhabitant of Damascus,[],,,
dandy,dandy.n.01,noun.person,n,a man who is much concerned with his dress and appearance,[],man,,M
daredevil,daredevil.n.01,noun.person,n,a reckless impetuous irresponsible person,[],person,,N
darling,darling.n.01,noun.person,n,a special loved one,[],,,
darwinian,darwinian.n.01,noun.person,n,an advocate of Darwinism,[],,,N
dastard,dastard.n.01,noun.person,n,a despicable coward,[],,,N
deaf-mute,mute.n.01,noun.person,n,a deaf person who is unable to speak,[],person,,N
dear,beloved.n.01,noun.person,n,a beloved person; used as terms of endearment,[],person,,N
dear,lamb.n.04,noun.person,n,a sweet innocent mild-mannered person (especially a child),[],person,,N
decadent,decadent.n.01,noun.person,n,a person who has fallen into a decadent state (morally or artistically),[],person,,N
deceased,dead_person.n.01,noun.person,n,someone who is no longer alive,['I wonder what the dead person would have done'],someone,,N
degenerate,pervert.n.01,noun.person,n,a person whose behavior deviates from what is acceptable especially in sexual behavior,[],person,,N
deist,deist.n.01,noun.person,n,a person who believes that God created the universe and then abandoned it,[],person,,N
delinquent,delinquent.n.01,noun.person,n,a young offender,[],,,N
demoniac,demoniac.n.01,noun.person,n,someone who acts as if possessed by a demon,[],someone,,N
departed,dead_person.n.01,noun.person,n,someone who is no longer alive,['I wonder what the dead person would have done'],someone,,N
dependant,dependant.n.01,noun.person,n,a person who relies on another person for support (especially financial support),[],person,,N
dependent,dependant.n.01,noun.person,n,a person who relies on another person for support (especially financial support),[],person,,N
derelict,derelict.n.01,noun.person,n,"a person without a home, job, or property",[],person,,N
descendant,descendant.n.01,noun.person,n,a person considered as descended from some ancestor or race,[],person,,N
descendent,descendant.n.01,noun.person,n,a person considered as descended from some ancestor or race,[],person,,N
desperate,desperate.n.01,noun.person,n,a person who is frightened and in need of help,['they prey on the hopes of the desperate'],person,,N
deviant,pervert.n.01,noun.person,n,a person whose behavior deviates from what is acceptable especially in sexual behavior,[],person,,N
deviate,pervert.n.01,noun.person,n,a person whose behavior deviates from what is acceptable especially in sexual behavior,[],person,,N
diabetic,diabetic.n.01,noun.person,n,someone who has diabetes,[],someone,,N
dilettante,dabbler.n.01,noun.person,n,an amateur who engages in an activity without serious intentions and who pretends to have knowledge,[],,,N
diocesan,diocesan.n.01,noun.person,n,a bishop having jurisdiction over a diocese,[],,,
dissident,dissenter.n.01,noun.person,n,a person who dissents from some established policy,[],person,,N
divers,diver.n.01,noun.person,n,someone who works underwater,[],someone,,N
divers,diver.n.02,noun.person,n,someone who dives (into water),[],someone,,N
divine,godhead.n.01,noun.person,n,terms referring to the Judeo-Christian God,[],,,
divine,cleric.n.01,noun.person,n,a clergyman or other person in religious orders,[],,,N
djiboutian,djiboutian.n.01,noun.person,n,a native or inhabitant of Djibouti,[],,,
do-nothing,idler.n.01,noun.person,n,person who does no work,['a lazy bum'],person,,N
doctrinaire,dogmatist.n.01,noun.person,n,a stubborn person of arbitrary or arrogant opinions,[],person,,N
dolichocephalic,dolichocephalic.n.01,noun.person,n,an adult with a long narrow head,[],,,N
domestic,domestic.n.01,noun.person,n,a servant who is paid to perform menial tasks around the household,[],,,N
dominican,dominican.n.01,noun.person,n,a Roman Catholic friar wearing the black mantle of the Dominican order,[],,,M
dominican,dominican.n.02,noun.person,n,a native or inhabitant of the Dominican Republic,[],,,
donatist,donatist.n.01,noun.person,n,an adherent of Donatism,[],,,N
dorian,dorian.n.01,noun.person,n,a member of one of four linguistic divisions of the prehistoric Greeks,[],member,,N
double,double.n.02,noun.person,n,a stand-in for movie stars to perform dangerous stunts,['his first job in Hollywood was as a double for Clark Gable'],,,
double,double.n.03,noun.person,n,someone who closely resembles a famous person (especially an actor),"[""he could be Gingrich's double"", ""she's the very image of her mother""]",someone,,N
dowdy,dowding.n.01,noun.person,n,British marshal of the RAF who commanded the British air defense forces that defeated the Luftwaffe during the Battle of Britain (1882-1970),[],,,N
down,down.n.03,noun.person,n,English physician who first described Down's syndrome (1828-1896),[],,,N
down-and-out,down-and-out.n.01,noun.person,n,a person who is destitute,['he tried to help the down-and-out'],person,,N
drunk,drunkard.n.01,noun.person,n,a chronic drinker,[],,,N
drunk,drunk.n.02,noun.person,n,someone who is intoxicated,[],,,
dry,dry.n.01,noun.person,n,a reformer who opposes the use of intoxicating beverages,[],,,N
dud,flop.n.02,noun.person,n,someone who is unsuccessful,[],,,
dummy,dummy.n.01,noun.person,n,a person who does not talk,[],person,,N
dummy,dumbbell.n.02,noun.person,n,an ignorant or foolish person,[],person,,N
dutch,dutch.n.01,noun.person,n,the people of the Netherlands,['the Dutch are famous for their tulips'],,,
dyslectic,dyslectic.n.01,noun.person,n,a person who has dyslexia,[],person,,N
dyspeptic,dyspeptic.n.01,noun.person,n,a person suffering from indigestion,[],person,,N
east_german,east_german.n.01,noun.person,n,a native or inhabitant of the former republic of East Germany,[],,,
east_indian,east_indian.n.01,noun.person,n,a native or inhabitant of the East Indies,[],,,
ebionite,nazarene.n.01,noun.person,n,a member of a group of Jews who (during the early history of the Christian Church) accepted Jesus as the Messiah; they accepted the Gospel According to Matthew but rejected the Epistles of St. Paul and continued to follow Jewish law and celebrate Jewish holidays; they were later declared heretic by the Church of Rome,[],member,,N
eccentric,eccentric.n.01,noun.person,n,a person with an unusual or odd personality,[],person,,N
eccentric,character.n.05,noun.person,n,a person of a specified kind (usually with many eccentricities),"['a real character', 'a strange character', 'a friendly eccentric', 'the capable type', 'a mental case']",person,,N
ecclesiastic,cleric.n.01,noun.person,n,a clergyman or other person in religious orders,[],,,N
eclectic,eclectic.n.01,noun.person,n,someone who selects according to the eclectic method,[],someone,,N
ecuadorian,ecuadorian.n.01,noun.person,n,a native or inhabitant of Ecuador,[],,,
edwardian,edwardian.n.01,noun.person,n,someone belonging to (or as if belonging to) the era of Edward VII,[],someone,,N
egalitarian,egalitarian.n.01,noun.person,n,a person who believes in the equality of all people,[],person,,N
egocentric,egocentric.n.01,noun.person,n,a self-centered person with little regard for others,[],person,,N
egyptian,egyptian.n.01,noun.person,n,a native or inhabitant of Egypt,[],,,
elder,elder.n.01,noun.person,n,a person who is older than you are,[],person,,N
elder,elder.n.03,noun.person,n,any of various church officers,[],,,
eldest,firstborn.n.01,noun.person,n,the offspring who came first in the order of birth,[],,,N
elizabethan,elizabethan.n.01,noun.person,n,a person who lived during the reign of Elizabeth I,['William Shakespeare was an Elizabethan'],person,,N
